Input,Operator,Iteration,RMSE,Complexity,Equation
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",111,20.23569104901255,11,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - 1*(-30.957802))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",111,20.23569097481731,12,PySRFunction(X=>var6 - (-(var6 + var6 + var6 + var6) - 30.955677))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",111,19.127534373370963,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.981562))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",111,19.12753442145745,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.980165))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",111,18.439477568033737,15,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 - (-var6 - 27.43305))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",111,18.094940841021327,16,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-21.006992))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",111,17.151563419744026,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - (-(var6 + var6 + var6) - 16.03214))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",111,17.151563416011502,18,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-16.032537))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",111,16.035481266597003,19,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",111,16.035481266597003,20,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,56.33638864292286,1,PySRFunction(X=>var1)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,26.558618933116335,2,PySRFunction(X=>55.8286670000000)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,25.215371662001036,4,PySRFunction(X=>var6 + 50.854046)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,23.9051171769724,6,PySRFunction(X=>var6 + var6 - 1*(-45.87975))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,23.01515992450057,7,PySRFunction(X=>var13 + var6 + var6 - 1*(-44.34648))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,22.633586042316022,8,PySRFunction(X=>var6 + var6 + var6 + 40.904884)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,21.407679410453273,10,PySRFunction(X=>var6 + var6 + var6 + var6 + 35.930614)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,20.23569104901255,11,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - 1*(-30.957802))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,20.23569097481731,12,PySRFunction(X=>var6 - (-(var6 + var6 + var6 + var6) - 30.955677))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,19.127534373370963,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.981562))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,19.12753442145745,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.980165))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,18.439477568033737,15,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 - (-var6 - 27.43305))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,18.094940841021327,16,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-21.006992))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,17.151563419744026,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - (-(var6 + var6 + var6) - 16.03214))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,17.151563416011502,18,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-16.032537))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,16.035481266597003,19,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",112,16.035481266597003,20,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,56.33638864292286,1,PySRFunction(X=>var1)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,26.558618933116335,2,PySRFunction(X=>55.8286670000000)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,25.215371662001036,4,PySRFunction(X=>var6 + 50.854046)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,23.9051171769724,6,PySRFunction(X=>var6 + var6 - 1*(-45.87975))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,23.01515992450057,7,PySRFunction(X=>var13 + var6 + var6 - 1*(-44.34648))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,22.633586042316022,8,PySRFunction(X=>var6 + var6 + var6 + 40.904884)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,21.407679410453273,10,PySRFunction(X=>var6 + var6 + var6 + var6 + 35.930614)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,20.23569104901255,11,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - 1*(-30.957802))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,20.23569097481731,12,PySRFunction(X=>var6 - (-(var6 + var6 + var6 + var6) - 30.955677))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,19.127534373370963,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.981562))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,19.12753442145745,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.980165))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,18.279371716042323,15,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + 22.725916)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,18.094940841021327,16,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-21.006992))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,17.151563419744026,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - (-(var6 + var6 + var6) - 16.03214))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,17.151563416011502,18,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-16.032537))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,16.035481266597003,19,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",113,16.035481266597003,20,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,56.33638864292286,1,PySRFunction(X=>var1)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,26.558618933116335,2,PySRFunction(X=>55.8286670000000)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,25.215371662001036,4,PySRFunction(X=>var6 + 50.854046)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,23.9051171769724,6,PySRFunction(X=>var6 + var6 - 1*(-45.87975))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,23.01515992450057,7,PySRFunction(X=>var13 + var6 + var6 - 1*(-44.34648))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,22.633586042316022,8,PySRFunction(X=>var6 + var6 + var6 + 40.904884)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,21.407679410453273,10,PySRFunction(X=>var6 + var6 + var6 + var6 + 35.930614)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,20.23569104901255,11,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - 1*(-30.957802))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,20.23569097481731,12,PySRFunction(X=>var6 - (-(var6 + var6 + var6 + var6) - 30.955677))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,19.127534373370963,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.981562))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,19.12753442145745,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.980165))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,18.279371716042323,15,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + 22.725916)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,18.094940841021327,16,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-21.006992))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,17.151563419744026,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - (-(var6 + var6 + var6) - 16.03214))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,17.151563416011502,18,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-16.032537))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,16.035481266597003,19,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",114,16.035481266597003,20,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,56.33638864292286,1,PySRFunction(X=>var1)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,26.558618933116335,2,PySRFunction(X=>55.8286670000000)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,25.215371662001036,4,PySRFunction(X=>var6 + 50.854046)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,23.9051171769724,6,PySRFunction(X=>var6 + var6 - 1*(-45.87975))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,23.01515992450057,7,PySRFunction(X=>var13 + var6 + var6 - 1*(-44.34648))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,22.633586042316022,8,PySRFunction(X=>var6 + var6 + var6 + 40.904884)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,21.407679410453273,10,PySRFunction(X=>var6 + var6 + var6 + var6 + 35.930614)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,20.23569104901255,11,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - 1*(-30.957802))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,20.23569097481731,12,PySRFunction(X=>var6 - (-(var6 + var6 + var6 + var6) - 30.955677))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,19.127534373370963,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.981562))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,19.12753442145745,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.980165))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,18.279371716042323,15,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + 22.725916)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,18.094940841021327,16,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-21.006992))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,17.151563419744026,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - (-(var6 + var6 + var6) - 16.03214))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,17.151563416011502,18,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-16.032537))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,16.035481266597003,19,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",115,16.035481266597003,20,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,56.33638864292286,1,PySRFunction(X=>var1)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,26.558618933116335,2,PySRFunction(X=>55.8286670000000)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,25.215371662001036,4,PySRFunction(X=>var6 + 50.854046)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,23.9051171769724,6,PySRFunction(X=>var6 + var6 - 1*(-45.87975))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,23.01515992450057,7,PySRFunction(X=>var13 + var6 + var6 - 1*(-44.34648))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,22.633586042316022,8,PySRFunction(X=>var6 + var6 + var6 + 40.904884)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,21.407679410453273,10,PySRFunction(X=>var6 + var6 + var6 + var6 + 35.930614)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,20.23569104901255,11,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - 1*(-30.957802))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,20.23569097481731,12,PySRFunction(X=>var6 - (-(var6 + var6 + var6 + var6) - 30.955677))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,19.127534373370963,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.981562))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,19.12753442145745,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.980165))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,18.279371716042323,15,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + 22.725916)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,18.094940841021327,16,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-21.006992))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,17.151563419744026,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - (-(var6 + var6 + var6) - 16.03214))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,17.151563416011502,18,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-16.032537))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,16.035481266597003,19,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",116,16.035481266597003,20,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,56.33638864292286,1,PySRFunction(X=>var1)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,26.558618933116335,2,PySRFunction(X=>55.8286670000000)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,25.215371662001036,4,PySRFunction(X=>var6 + 50.854046)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,23.9051171769724,6,PySRFunction(X=>var6 + var6 - 1*(-45.87975))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,23.01515992450057,7,PySRFunction(X=>var13 + var6 + var6 - 1*(-44.34648))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,22.633586042316022,8,PySRFunction(X=>var6 + var6 + var6 + 40.904884)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,21.407679410453273,10,PySRFunction(X=>var6 + var6 + var6 + var6 + 35.930614)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,20.23569104901255,11,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - 1*(-30.957802))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,20.23569097481731,12,PySRFunction(X=>var6 - (-(var6 + var6 + var6 + var6) - 30.955677))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,19.127534373370963,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.981562))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,19.12753442145745,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.980165))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,18.279371716042323,15,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + 22.725916)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,18.094940841021327,16,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-21.006992))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,17.151563419744026,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - (-(var6 + var6 + var6) - 16.03214))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,17.151563416011502,18,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-16.032537))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,16.035481266597003,19,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",117,16.035481266597003,20,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,56.33638864292286,1,PySRFunction(X=>var1)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,26.558618933116335,2,PySRFunction(X=>55.8286670000000)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,25.215371662001036,4,PySRFunction(X=>var6 + 50.854046)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,23.9051171769724,6,PySRFunction(X=>var6 + var6 - 1*(-45.87975))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,23.01515992450057,7,PySRFunction(X=>var13 + var6 + var6 - 1*(-44.34648))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,22.633586042316022,8,PySRFunction(X=>var6 + var6 + var6 + 40.904884)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,21.407679410453273,10,PySRFunction(X=>var6 + var6 + var6 + var6 + 35.930614)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,20.23569104901255,11,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - 1*(-30.957802))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,20.23569097481731,12,PySRFunction(X=>var6 - (-(var6 + var6 + var6 + var6) - 30.955677))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,19.127534373370963,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.981562))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,19.12753442145745,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.980165))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,18.279371716042323,15,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + 22.725916)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,18.094940841021327,16,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-21.006992))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,17.151563419744026,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - (-(var6 + var6 + var6) - 16.03214))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,17.151563416011502,18,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-16.032537))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,16.035481266597003,19,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",118,16.035481266597003,20,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,56.33638864292286,1,PySRFunction(X=>var1)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,26.558618933116335,2,PySRFunction(X=>55.8286670000000)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,25.215371662001036,4,PySRFunction(X=>var6 + 50.854046)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,23.9051171769724,6,PySRFunction(X=>var6 + var6 - 1*(-45.87975))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,23.01515992450057,7,PySRFunction(X=>var13 + var6 + var6 - 1*(-44.34648))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,22.633586042316022,8,PySRFunction(X=>var6 + var6 + var6 + 40.904884)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,21.407679410453273,10,PySRFunction(X=>var6 + var6 + var6 + var6 + 35.930614)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,20.23569104901255,11,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - 1*(-30.957802))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,20.23569097481731,12,PySRFunction(X=>var6 - (-(var6 + var6 + var6 + var6) - 30.955677))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,19.127534373370963,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.981562))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,19.12753442145745,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.980165))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,18.279371716042323,15,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + 22.725916)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,18.094940841021327,16,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-21.006992))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,17.151563419744026,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - (-(var6 + var6 + var6) - 16.03214))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,17.151563416011502,18,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-16.032537))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,16.035481266597003,19,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",119,16.035481266597003,20,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,56.33638864292286,1,PySRFunction(X=>var1)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,26.558618933116335,2,PySRFunction(X=>55.8286670000000)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,25.215371662001036,4,PySRFunction(X=>var6 + 50.854046)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,23.9051171769724,6,PySRFunction(X=>var6 + var6 - 1*(-45.87975))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,23.01515992450057,7,PySRFunction(X=>var13 + var6 + var6 - 1*(-44.34648))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,22.633586042316022,8,PySRFunction(X=>var6 + var6 + var6 + 40.904884)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,21.407679410453273,10,PySRFunction(X=>var6 + var6 + var6 + var6 + 35.930614)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,20.23569104901255,11,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - 1*(-30.957802))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,20.23569097481731,12,PySRFunction(X=>var6 - (-(var6 + var6 + var6 + var6) - 30.955677))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,19.127534373370963,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.981562))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,19.12753442145745,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.980165))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,18.279371716042323,15,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + 22.725916)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,18.094940841021327,16,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-21.006992))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,17.151563419744026,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - (-(var6 + var6 + var6) - 16.03214))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,17.151563416011502,18,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-16.032537))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,16.035481266597003,19,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",120,16.035481266597003,20,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,56.33638864292286,1,PySRFunction(X=>var1)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,26.558618933116335,2,PySRFunction(X=>55.8286670000000)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,25.215371662001036,4,PySRFunction(X=>var6 + 50.854046)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,23.9051171769724,6,PySRFunction(X=>var6 + var6 - 1*(-45.87975))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,23.01515992450057,7,PySRFunction(X=>var13 + var6 + var6 - 1*(-44.34648))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,22.633586042316022,8,PySRFunction(X=>var6 + var6 + var6 + 40.904884)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,21.407679410453273,10,PySRFunction(X=>var6 + var6 + var6 + var6 + 35.930614)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,20.23569104901255,11,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - 1*(-30.957802))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,20.23569097481731,12,PySRFunction(X=>var6 - (-(var6 + var6 + var6 + var6) - 30.955677))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,19.127534373370963,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.981562))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,19.12753442145745,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - 1*(-25.980165))
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,18.279371716042323,15,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + 22.725916)
Noise=0.75,"['myfunction(x) = x'] ['-', '+']",121,18.094940841021327,16,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-21.006992))
